FID,Elevat,Slope,ShrubCov,x_wgs,y_wgs
398,716,3.0169599,0.0228000,260067.702052000007825,3890494.050133999902755
399,718,2.4563899,0.0080000,260097.702052000007825,3890494.050133999902755
400,718,1.6876000,0.0056000,260127.702052000007825,3890494.050133999902755
401,719,8.5307703,0.0156000,260157.702052000007825,3890494.050133999902755
402,728,9.1067495,0.0116000,260187.702052000007825,3890494.050133999902755
403,730,0.6752060,0.0156000,260217.702052000007825,3890494.050133999902755
404,728,2.8624101,0.0368000,260247.702052000007825,3890494.050133999902755
405,729,6.3969202,0.0340000,260277.702052000007825,3890494.050133999902755
406,732,6.3881502,0.0304000,260307.702052000007825,3890494.050133999902755
407,733,4.9037900,0.0128000,260337.702052000007825,3890494.050133999902755
408,735,3.8140700,0.0080000,260367.702052000007825,3890494.050133999902755
409,734,5.2266998,0.0104000,260397.702052000007825,3890494.050133999902755
410,730,4.5202298,0.0292000,260427.702052000007825,3890494.050133999902755
411,729,0.9548410,0.0236000,260457.702052000007825,3890494.050133999902755
412,730,2.7199199,0.0676000,260487.702052000007825,3890494.050133999902755
413,732,4.5327101,0.0508000,260517.702052000007825,3890494.050133999902755
414,735,8.1861601,0.0276000,260547.702052000007825,3890494.050133999902755
415,741,11.5462999,0.0360000,260577.702052000007825,3890494.050133999902755
416,748,10.3731003,0.0408000,260607.702052000007825,3890494.050133999902755
417,752,4.5327101,0.0396000,260637.702052000007825,3890494.050133999902755
418,752,2.6350300,0.0288000,260667.702052000007825,3890494.050133999902755
419,751,4.4318199,0.0312000,260697.702052000007825,3890494.050133999902755
420,749,5.3859801,0.0332000,260727.702052000007825,3890494.050133999902755
421,747,4.2226901,0.0412000,260757.702052000007825,3890494.050133999902755
422,748,4.8575301,0.0156000,260787.702052000007825,3890494.050133999902755
423,748,6.1738501,0.0352000,260817.702052000007825,3890494.050133999902755
424,749,7.9732299,0.0524000,260847.702052000007825,3890494.050133999902755
425,751,9.1429701,0.0620000,260877.702052000007825,3890494.050133999902755
426,753,9.3747797,0.0592000,260907.702052000007825,3890494.050133999902755
427,753,8.9170904,0.0292000,260937.702052000007825,3890494.050133999902755
428,751,7.3637400,0.0296000,260967.702052000007825,3890494.050133999902755
429,750,5.0511498,0.0360000,260997.702052000007825,3890494.050133999902755
430,752,7.9732299,0.0000000,261027.702052000007825,3890494.050133999902755
431,758,12.0572004,0.0004000,261057.702052000007825,3890494.050133999902755
432,764,12.1061001,0.0064000,261087.702052000007825,3890494.050133999902755
433,769,11.9812002,0.0028000,261117.702052000007825,3890494.050133999902755
434,773,13.2986002,0.0036000,261147.702052000007825,3890494.050133999902755
435,778,13.9949999,0.0012000,261177.702052000007825,3890494.050133999902755
436,783,13.2707005,0.0000000,261207.702052000007825,3890494.050133999902755
437,703,1.9091500,0.0084000,259587.702052000007825,3890464.050133999902755
438,704,2.2636399,0.0040000,259617.702052000007825,3890464.050133999902755
439,705,1.8175200,0.0248000,259647.702052000007825,3890464.050133999902755
440,706,0.7548940,0.0128000,259677.702052000007825,3890464.050133999902755
441,706,1.5095299,0.0028000,259707.702052000007825,3890464.050133999902755
442,708,1.3917600,0.0008000,259737.702052000007825,3890464.050133999902755
443,707,1.0127500,0.0304000,259767.702052000007825,3890464.050133999902755
444,707,1.2171201,0.0288000,259797.702052000007825,3890464.050133999902755
445,708,2.8624101,0.0276000,259827.702052000007825,3890464.050133999902755
446,710,3.0169599,0.0692000,259857.702052000007825,3890464.050133999902755
447,711,2.7199199,0.0584000,259887.702052000007825,3890464.050133999902755
448,712,3.0357201,0.0484000,259917.702052000007825,3890464.050133999902755
449,713,3.7238700,0.0604000,259947.702052000007825,3890464.050133999902755
450,715,2.6989501,0.0384000,259977.702052000007825,3890464.050133999902755
451,715,1.2171201,0.0008000,260007.702052000007825,3890464.050133999902755
452,715,1.0127500,0.0356000,260037.702052000007825,3890464.050133999902755
453,716,3.1096301,0.0252000,260067.702052000007825,3890464.050133999902755
454,718,1.6876000,0.0164000,260097.702052000007825,3890464.050133999902755
455,718,1.9091500,0.0336000,260127.702052000007825,3890464.050133999902755
456,720,8.7672501,0.0108000,260157.702052000007825,3890464.050133999902755
457,728,8.7356901,0.0356000,260187.702052000007825,3890464.050133999902755
458,729,2.4331400,0.0304000,260217.702052000007825,3890464.050133999902755
459,726,3.7086201,0.0404000,260247.702052000007825,3890464.050133999902755
460,726,5.3964200,0.0440000,260277.702052000007825,3890464.050133999902755
461,731,6.7296901,0.0220000,260307.702052000007825,3890464.050133999902755
462,732,5.1287098,0.0280000,260337.702052000007825,3890464.050133999902755
463,733,5.4792700,0.0216000,260367.702052000007825,3890464.050133999902755
464,732,4.9037900,0.0180000,260397.702052000007825,3890464.050133999902755
465,730,3.1096301,0.0156000,260427.702052000007825,3890464.050133999902755
466,729,0.4774540,0.0224000,260457.702052000007825,3890464.050133999902755
467,730,3.1818099,0.0224000,260487.702052000007825,3890464.050133999902755
468,732,5.6011801,0.0332000,260517.702052000007825,3890464.050133999902755
469,736,8.3801899,0.0272000,260547.702052000007825,3890464.050133999902755
470,741,11.0825996,0.0264000,260577.702052000007825,3890464.050133999902755
471,748,8.8425102,0.0212000,260607.702052000007825,3890464.050133999902755
472,750,3.3722899,0.0676000,260637.702052000007825,3890464.050133999902755
473,750,3.0169599,0.0432000,260667.702052000007825,3890464.050133999902755
474,749,4.0446901,0.0408000,260697.702052000007825,3890464.050133999902755
475,747,4.7636399,0.0296000,260727.702052000007825,3890464.050133999902755
476,745,4.1687398,0.0500000,260757.702052000007825,3890464.050133999902755
477,745,4.7636399,0.0340000,260787.702052000007825,3890464.050133999902755
478,745,4.8225398,0.0200000,260817.702052000007825,3890464.050133999902755
479,746,4.5823102,0.0548000,260847.702052000007825,3890464.050133999902755
480,747,5.7204299,0.0232000,260877.702052000007825,3890464.050133999902755
481,748,6.9904900,0.0488000,260907.702052000007825,3890464.050133999902755
482,748,6.4231501,0.0356000,260937.702052000007825,3890464.050133999902755
483,748,4.7872901,0.0416000,260967.702052000007825,3890464.050133999902755
484,748,3.7238700,0.0072000,260997.702052000007825,3890464.050133999902755
485,750,7.5431499,0.0072000,261027.702052000007825,3890464.050133999902755
486,755,10.1980000,0.0080000,261057.702052000007825,3890464.050133999902755
487,761,9.2566795,0.0240000,261087.702052000007825,3890464.050133999902755
488,764,10.0740004,0.0040000,261117.702052000007825,3890464.050133999902755
489,768,12.0882998,0.0020000,261147.702052000007825,3890464.050133999902755
490,772,13.5158005,0.0084000,261177.702052000007825,3890464.050133999902755
491,776,14.2221003,0.0000000,261207.702052000007825,3890464.050133999902755
492,779,13.2066002,0.0024000,261237.702052000007825,3890464.050133999902755
493,776,12.8142004,0.0036000,261267.702052000007825,3890464.050133999902755
494,772,10.3731003,0.0008000,261297.702052000007825,3890464.050133999902755
495,703,0.6752060,0.0000000,259557.702052000007825,3890434.050133999902755
496,703,0.9548410,0.0100000,259587.702052000007825,3890434.050133999902755
497,704,1.7210100,0.0212000,259617.702052000007825,3890434.050133999902755
498,705,2.3859401,0.0084000,259647.702052000007825,3890434.050133999902755
499,706,1.6876000,0.0236000,259677.702052000007825,3890434.050133999902755
500,706,1.5095299,0.0196000,259707.702052000007825,3890434.050133999902755
501,706,1.9678600,0.0012000,259737.702052000007825,3890434.050133999902755
502,706,1.5095299,0.0096000,259767.702052000007825,3890434.050133999902755
503,707,1.8175200,0.0224000,259797.702052000007825,3890434.050133999902755
504,708,2.4331400,0.0416000,259827.702052000007825,3890434.050133999902755
505,709,2.2636399,0.0704000,259857.702052000007825,3890434.050133999902755
506,710,2.1343000,0.0356000,259887.702052000007825,3890434.050133999902755
507,711,2.1343000,0.0300000,259917.702052000007825,3890434.050133999902755
508,712,2.8821800,0.0484000,259947.702052000007825,3890434.050133999902755
509,714,2.7199199,0.0240000,259977.702052000007825,3890434.050133999902755
510,715,1.6876000,0.0164000,260007.702052000007825,3890434.050133999902755
511,714,1.6876000,0.0032000,260037.702052000007825,3890434.050133999902755
512,716,3.3214300,0.0048000,260067.702052000007825,3890434.050133999902755
513,718,2.0248699,0.0024000,260097.702052000007825,3890434.050133999902755
514,717,3.1818099,0.0272000,260127.702052000007825,3890434.050133999902755
515,721,7.1874099,0.0460000,260157.702052000007825,3890434.050133999902755
516,724,7.0144300,0.0308000,260187.702052000007825,3890434.050133999902755
517,728,4.5327101,0.0572000,260217.702052000007825,3890434.050133999902755
518,726,5.0956202,0.0648000,260247.702052000007825,3890434.050133999902755
519,724,5.0062799,0.0172000,260277.702052000007825,3890434.050133999902755
520,727,7.4540100,0.0180000,260307.702052000007825,3890434.050133999902755
521,729,6.8040900,0.0124000,260337.702052000007825,3890434.050133999902755
522,728,6.2010498,0.0056000,260367.702052000007825,3890434.050133999902755
523,729,4.7636399,0.0132000,260397.702052000007825,3890434.050133999902755
524,729,2.9018199,0.0368000,260427.702052000007825,3890434.050133999902755
525,729,2.0527799,0.0252000,260457.702052000007825,3890434.050133999902755
526,731,4.0586600,0.0352000,260487.702052000007825,3890434.050133999902755
527,733,6.3441200,0.0740000,260517.702052000007825,3890434.050133999902755
528,737,7.7254100,0.0204000,260547.702052000007825,3890434.050133999902755
529,741,9.4623203,0.0264000,260577.702052000007825,3890434.050133999902755
530,747,7.7254100,0.0208000,260607.702052000007825,3890434.050133999902755
531,749,2.6989501,0.0576000,260637.702052000007825,3890434.050133999902755
532,749,2.1343000,0.0432000,260667.702052000007825,3890434.050133999902755
533,748,3.4389100,0.0384000,260697.702052000007825,3890434.050133999902755
534,746,4.2626901,0.0220000,260727.702052000007825,3890434.050133999902755
535,744,4.1002898,0.0296000,260757.702052000007825,3890434.050133999902755
536,742,2.9018199,0.0608000,260787.702052000007825,3890434.050133999902755
537,743,3.7086201,0.0468000,260817.702052000007825,3890434.050133999902755
538,746,3.1096301,0.0464000,260847.702052000007825,3890434.050133999902755
539,745,3.3384700,0.0504000,260877.702052000007825,3890434.050133999902755
540,745,4.1140800,0.0512000,260907.702052000007825,3890434.050133999902755
541,746,3.7692399,0.0412000,260937.702052000007825,3890434.050133999902755
542,746,2.3859401,0.0180000,260967.702052000007825,3890434.050133999902755
543,747,4.0586600,0.0000000,260997.702052000007825,3890434.050133999902755
544,751,7.6092901,0.0016000,261027.702052000007825,3890434.050133999902755
545,756,7.6530499,0.0096000,261057.702052000007825,3890434.050133999902755
546,759,6.0545001,0.0076000,261087.702052000007825,3890434.050133999902755
547,760,8.3801899,0.0180000,261117.702052000007825,3890434.050133999902755
548,763,10.8600998,0.0168000,261147.702052000007825,3890434.050133999902755
549,766,11.6301003,0.0000000,261177.702052000007825,3890434.050133999902755
550,769,12.1061001,0.0060000,261207.702052000007825,3890434.050133999902755
551,772,9.8709297,0.0088000,261237.702052000007825,3890434.050133999902755
552,772,6.6206899,0.0060000,261267.702052000007825,3890434.050133999902755
553,770,6.0914798,0.0264000,261297.702052000007825,3890434.050133999902755
554,767,5.0956202,0.0180000,261327.702052000007825,3890434.050133999902755
555,766,8.4394503,0.0044000,261357.702052000007825,3890434.050133999902755
556,775,12.0214996,0.0004000,261387.702052000007825,3890434.050133999902755
557,779,9.8375702,0.0000000,261417.702052000007825,3890434.050133999902755
558,703,0.4774540,0.0100000,259557.702052000007825,3890404.050133999902755
559,703,0.4774540,0.0068000,259587.702052000007825,3890404.050133999902755
560,703,2.1607900,0.0064000,259617.702052000007825,3890404.050133999902755
561,703,3.9454801,0.0036000,259647.702052000007825,3890404.050133999902755
562,705,3.7238700,0.0020000,259677.702052000007825,3890404.050133999902755
563,705,1.5095299,0.0160000,259707.702052000007825,3890404.050133999902755
564,705,1.0127500,0.0012000,259737.702052000007825,3890404.050133999902755
565,706,1.0675200,0.0200000,259767.702052000007825,3890404.050133999902755
566,706,1.8175200,0.0736000,259797.702052000007825,3890404.050133999902755
567,708,2.5695000,0.0512000,259827.702052000007825,3890404.050133999902755
568,709,2.1343000,0.0756000,259857.702052000007825,3890404.050133999902755
569,710,2.0527799,0.0508000,259887.702052000007825,3890404.050133999902755
570,711,2.3619900,0.0492000,259917.702052000007825,3890404.050133999902755
571,712,3.0357201,0.0336000,259947.702052000007825,3890404.050133999902755
572,713,3.1996000,0.0580000,259977.702052000007825,3890404.050133999902755
573,713,3.0169599,0.0036000,260007.702052000007825,3890404.050133999902755
574,714,2.7199199,0.0448000,260037.702052000007825,3890404.050133999902755
575,715,2.8821800,0.0152000,260067.702052000007825,3890404.050133999902755
576,716,2.0527799,0.0052000,260097.702052000007825,3890404.050133999902755
577,717,4.1687398,0.0552000,260127.702052000007825,3890404.050133999902755
578,721,6.2819400,0.0228000,260157.702052000007825,3890404.050133999902755
579,723,6.2010498,0.0044000,260187.702052000007825,3890404.050133999902755
580,724,6.8938899,0.0272000,260217.702052000007825,3890404.050133999902755
581,722,6.1738501,0.0296000,260247.702052000007825,3890404.050133999902755
582,722,4.9723601,0.0108000,260277.702052000007825,3890404.050133999902755
583,724,6.2819400,0.0192000,260307.702052000007825,3890404.050133999902755
584,725,6.1738501,0.0056000,260337.702052000007825,3890404.050133999902755
585,726,5.2696600,0.0064000,260367.702052000007825,3890404.050133999902755
586,727,4.0725899,0.0432000,260397.702052000007825,3890404.050133999902755
587,727,3.0169599,0.0300000,260427.702052000007825,3890404.050133999902755
588,728,3.4389100,0.0044000,260457.702052000007825,3890404.050133999902755
589,730,5.7302599,0.0184000,260487.702052000007825,3890404.050133999902755
590,734,7.4540100,0.0300000,260517.702052000007825,3890404.050133999902755
591,738,7.0857301,0.0500000,260547.702052000007825,3890404.050133999902755
592,741,7.1250200,0.0436000,260577.702052000007825,3890404.050133999902755
593,746,6.4925699,0.0596000,260607.702052000007825,3890404.050133999902755
594,748,4.1687398,0.0724000,260637.702052000007825,3890404.050133999902755
595,748,3.1818099,0.0772000,260667.702052000007825,3890404.050133999902755
596,747,3.7086201,0.0332000,260697.702052000007825,3890404.050133999902755
597,745,3.8436699,0.0296000,260727.702052000007825,3890404.050133999902755
598,743,3.7692399,0.0200000,260757.702052000007825,3890404.050133999902755
599,741,1.3917600,0.0580000,260787.702052000007825,3890404.050133999902755
600,743,3.0543699,0.0468000,260817.702052000007825,3890404.050133999902755
